FECHA_COMPRA;FECHA_ENTREGA;SUCURSAL;VENDEDOR;PRODUCTO;CANTIDAD;ORDEN;DIAS_ENTREGA
2023-11-24;2023-12-18;SUCURSAL 67;VENDEDOR 87;M-1700;2099;78-94;24
2023-11-05;2024-01-08;SUCURSAL 72;VENDEDOR 931;C-4445;6211;83-5071;64
2023-11-04;2024-01-23;SUCURSAL 54;VENDEDOR 190;T-54;472;77-6273;80
2023-11-29;2024-01-01;SUCURSAL 19;VENDEDOR 312;M-6072;354;74-8680;33
2023-11-11;2024-01-02;SUCURSAL 38;VENDEDOR 593;F-1581;6912;75-8253;52
2023-11-28;2023-12-21;SUCURSAL 28;VENDEDOR 176;U-8112;9224;67-2439;23
2023-11-04;2023-12-21;SUCURSAL 89;VENDEDOR 911;U-940;3725;81-4168;47
2023-11-27;2024-01-29;SUCURSAL 66;VENDEDOR 908;U-3384;9300;85-3482;63
2023-11-29;2024-01-14;SUCURSAL 97;VENDEDOR 729;A-9848;6882;85-5992;46
2023-11-25;2024-01-25;SUCURSAL 81;VENDEDOR 293;V-4358;8128;80-8075;61
2023-11-03;2023-12-30;SUCURSAL 73;VENDEDOR 690;E-4842;9631;69-8210;57
2023-11-09;2023-12-14;SUCURSAL 98;VENDEDOR 400;N-2921;3248;65-2340;35
2023-11-13;2023-12-23;SUCURSAL 44;VENDEDOR 815;R-1820;3863;89-6594;40
2023-11-01;2023-12-03;SUCURSAL 63;VENDEDOR 3;D-2875;754;73-3693;32
2023-11-19;2023-12-16;SUCURSAL 84;VENDEDOR 750;A-5320;3678;77-3507;27
2023-11-03;2024-01-11;SUCURSAL 52;VENDEDOR 330;H-2364;564;81-1110;69
2023-11-19;2024-01-12;SUCURSAL 72;VENDEDOR 754;B-7675;2391;74-858;54
2023-11-30;2023-12-09;SUCURSAL 100;VENDEDOR 718;V-3601;3530;66-7011;9
2023-11-10;2023-12-11;SUCURSAL 15;VENDEDOR 744;Q-8371;8232;85-4021;31
2023-11-15;2023-12-11;SUCURSAL 63;VENDEDOR 22;S-5552;1285;70-9704;26
2023-11-14;2024-01-27;SUCURSAL 61;VENDEDOR 833;Y-4439;9980;73-2564;74
2023-11-08;2024-01-02;SUCURSAL 93;VENDEDOR 936;A-3245;9645;76-1677;55
2023-11-20;2023-12-29;SUCURSAL 98;VENDEDOR 654;X-2733;5724;71-5854;39
2023-11-30;2023-12-12;SUCURSAL 36;VENDEDOR 775;D-8590;3744;77-4709;12
2023-11-04;2023-12-07;SUCURSAL 71;VENDEDOR 341;W-7490;7514;66-4685;33
2023-11-28;2023-12-09;SUCURSAL 75;VENDEDOR 202;C-5910;5523;78-5895;11
2023-11-03;2023-12-23;SUCURSAL 66;VENDEDOR 695;B-1575;2123;81-7136;50
2023-11-21;2023-12-02;SUCURSAL 62;VENDEDOR 384;R-2455;5441;86-4603;11
2023-11-27;2023-12-04;SUCURSAL 30;VENDEDOR 67;G-7725;7281;76-1669;7
2023-11-11;2024-01-13;SUCURSAL 72;VENDEDOR 567;G-5519;3657;84-2962;63
2023-11-21;2024-01-23;SUCURSAL 72;VENDEDOR 150;E-359;7027;68-9920;63
2023-11-30;2024-01-25;SUCURSAL 50;VENDEDOR 573;G-6440;789;73-7845;56
2023-11-15;2023-12-31;SUCURSAL 42;VENDEDOR 204;Y-8561;8510;75-2860;46
2023-11-04;2024-01-07;SUCURSAL 62;VENDEDOR 785;Z-9119;1978;72-1198;64
2023-11-04;2023-12-18;SUCURSAL 44;VENDEDOR 894;E-5971;721;70-786;44
2023-11-15;2024-01-02;SUCURSAL 78;VENDEDOR 251;V-3128;1120;72-3394;48
2023-11-29;2023-12-27;SUCURSAL 100;VENDEDOR 259;A-1993;4121;89-1436;28
2023-11-28;2023-12-02;SUCURSAL 48;VENDEDOR 717;K-4059;4506;74-3114;4
2023-11-14;2023-12-09;SUCURSAL 91;VENDEDOR 644;U-6559;6051;88-9882;25
2023-11-07;2024-01-24;SUCURSAL 49;VENDEDOR 326;Z-1674;891;79-3902;78
2023-11-05;2023-12-12;SUCURSAL 59;VENDEDOR 569;Y-9508;6267;67-1589;37
2023-11-26;2023-12-30;SUCURSAL 75;VENDEDOR 214;F-9833;7164;70-3704;34
2023-11-13;2024-01-13;SUCURSAL 99;VENDEDOR 763;W-4366;9087;81-8336;61
2023-11-13;2024-01-20;SUCURSAL 56;VENDEDOR 490;Z-3237;5686;89-3251;68
2023-11-16;2024-01-08;SUCURSAL 87;VENDEDOR 212;E-6082;5415;83-156;53
2023-11-25;2023-12-18;SUCURSAL 54;VENDEDOR 363;I-3506;9692;83-1672;23
2023-11-23;2024-01-09;SUCURSAL 76;VENDEDOR 460;C-7843;4508;73-9167;47
2023-11-01;2023-12-07;SUCURSAL 24;VENDEDOR 167;Q-2718;886;86-9786;36
2023-11-07;2024-01-11;SUCURSAL 22;VENDEDOR 484;R-1808;4993;87-9147;65
2023-11-20;2024-01-07;SUCURSAL 79;VENDEDOR 149;W-135;2575;67-7756;48
2023-11-11;2024-01-09;SUCURSAL 96;VENDEDOR 217;S-2941;7473;81-405;59
2023-11-15;2023-12-27;SUCURSAL 61;VENDEDOR 898;Z-6178;5103;71-5226;42
2023-11-05;2023-12-12;SUCURSAL 43;VENDEDOR 795;X-7461;8101;84-7781;37
2023-11-15;2024-01-02;SUCURSAL 19;VENDEDOR 814;R-6237;3319;71-65;48
2023-11-05;2024-01-03;SUCURSAL 42;VENDEDOR 716;I-1736;7920;66-3466;59
2023-11-15;2023-12-08;SUCURSAL 39;VENDEDOR 107;B-9061;9352;77-7228;23
2023-11-05;2024-01-27;SUCURSAL 48;VENDEDOR 92;X-4242;5132;77-5287;83
2023-11-18;2023-12-25;SUCURSAL 84;VENDEDOR 383;S-5130;2150;83-7131;37
2023-11-15;2023-12-18;SUCURSAL 29;VENDEDOR 369;T-2229;5409;70-4551;33
2023-11-19;2023-12-01;SUCURSAL 77;VENDEDOR 664;L-5199;6622;84-7593;12
2023-11-21;2024-01-04;SUCURSAL 63;VENDEDOR 289;P-6990;7943;72-6800;44
2023-11-09;2024-01-06;SUCURSAL 22;VENDEDOR 441;E-313;4449;69-526;58
2023-11-13;2024-01-12;SUCURSAL 84;VENDEDOR 198;A-6422;3517;89-1735;60
2023-11-04;2023-12-12;SUCURSAL 12;VENDEDOR 286;Y-4253;7857;66-8750;38
2023-11-01;2024-01-11;SUCURSAL 12;VENDEDOR 858;P-9730;2343;86-8840;71
2023-11-27;2023-12-24;SUCURSAL 61;VENDEDOR 693;W-9347;4967;65-8600;27
2023-11-20;2023-12-25;SUCURSAL 29;VENDEDOR 795;K-8664;8916;72-811;35
2023-11-16;2024-01-04;SUCURSAL 52;VENDEDOR 978;U-5499;6893;88-6339;49
2023-11-03;2024-01-11;SUCURSAL 90;VENDEDOR 145;I-4269;951;82-4816;69
2023-11-12;2023-12-30;SUCURSAL 55;VENDEDOR 903;T-1147;4172;70-96;48
2023-11-20;2024-01-17;SUCURSAL 20;VENDEDOR 191;L-6320;7707;74-2389;58
2023-11-15;2024-01-17;SUCURSAL 23;VENDEDOR 423;P-4371;1078;70-5781;63
2023-11-30;2023-12-30;SUCURSAL 28;VENDEDOR 680;T-2266;7862;80-7468;30
2023-11-11;2024-01-26;SUCURSAL 94;VENDEDOR 81;I-1254;8597;70-9679;76
2023-11-16;2024-01-25;SUCURSAL 40;VENDEDOR 765;Q-1563;8303;65-6381;70
2023-11-22;2024-01-14;SUCURSAL 22;VENDEDOR 517;S-1875;1174;84-1573;53
2023-11-07;2024-01-06;SUCURSAL 12;VENDEDOR 207;D-8450;7444;90-5349;60
2023-11-08;2024-01-10;SUCURSAL 59;VENDEDOR 90;B-9897;4796;81-4708;63
2023-11-05;2024-01-07;SUCURSAL 39;VENDEDOR 260;Q-8915;1790;81-5150;63
2023-11-25;2024-01-19;SUCURSAL 11;VENDEDOR 836;M-1789;5421;79-9895;55
2023-11-07;2024-01-03;SUCURSAL 40;VENDEDOR 319;F-1228;8553;86-7336;57
2023-11-16;2024-01-23;SUCURSAL 39;VENDEDOR 592;D-2414;5319;83-5689;68
2023-11-26;2023-12-05;SUCURSAL 14;VENDEDOR 176;K-5086;7000;76-7734;9
2023-11-28;2023-12-05;SUCURSAL 42;VENDEDOR 98;N-6964;6336;68-5094;7
2023-11-12;2024-01-22;SUCURSAL 39;VENDEDOR 270;S-642;4873;72-7926;71
2023-11-10;2023-12-16;SUCURSAL 30;VENDEDOR 515;L-9129;922;87-1114;36
2023-11-25;2023-12-01;SUCURSAL 38;VENDEDOR 708;G-4176;2714;79-8461;6
2023-11-19;2024-01-20;SUCURSAL 41;VENDEDOR 288;I-6823;1395;85-3360;62
2023-11-25;2023-12-09;SUCURSAL 69;VENDEDOR 774;Z-6645;7490;76-3691;14
2023-11-18;2024-01-09;SUCURSAL 37;VENDEDOR 230;W-169;3268;68-2510;52
2023-11-14;2023-12-30;SUCURSAL 9;VENDEDOR 508;S-5017;4570;80-1689;46
2023-11-03;2024-01-19;SUCURSAL 6;VENDEDOR 985;Y-3538;3723;74-1544;77
2023-11-06;2023-12-16;SUCURSAL 24;VENDEDOR 985;Y-9568;3030;80-3462;40
2023-11-30;2023-12-29;SUCURSAL 22;VENDEDOR 921;S-4832;9992;77-2560;29
2023-11-04;2023-12-22;SUCURSAL 73;VENDEDOR 431;Z-7571;3076;86-3200;48
2023-11-06;2023-12-09;SUCURSAL 44;VENDEDOR 421;J-1238;1136;82-7520;33
2023-11-12;2023-12-03;SUCURSAL 25;VENDEDOR 551;V-4323;9052;67-4321;21
2023-11-14;2024-01-01;SUCURSAL 62;VENDEDOR 446;I-800;1757;65-5465;48
2023-11-30;2024-01-23;SUCURSAL 6;VENDEDOR 953;G-6058;3931;76-7128;54
2023-11-20;2024-01-08;SUCURSAL 2;VENDEDOR 57;M-5793;5619;77-8783;49
2023-11-01;2023-12-23;SUCURSAL 71;VENDEDOR 833;O-9471;7807;73-1815;52
2023-11-07;2024-01-22;SUCURSAL 24;VENDEDOR 726;D-4004;6584;81-6545;76
2023-11-06;2023-12-29;SUCURSAL 45;VENDEDOR 427;B-311;8422;71-127;53
2023-11-01;2023-12-12;SUCURSAL 66;VENDEDOR 40;U-4672;9658;68-6368;41
2023-11-25;2023-12-29;SUCURSAL 55;VENDEDOR 124;Z-4;5793;66-623;34
2023-11-19;2023-12-31;SUCURSAL 8;VENDEDOR 665;G-437;4300;69-7521;42
2023-11-11;2023-12-27;SUCURSAL 52;VENDEDOR 418;U-7572;240;73-8663;46
2023-11-17;2023-12-09;SUCURSAL 38;VENDEDOR 337;Z-3425;4844;71-3565;22
2023-11-03;2023-12-30;SUCURSAL 7;VENDEDOR 27;T-1274;5892;86-5615;57
2023-11-10;2023-12-02;SUCURSAL 90;VENDEDOR 371;X-4597;5154;76-1377;22
2023-11-22;2024-01-05;SUCURSAL 9;VENDEDOR 270;C-99;564;75-7431;44
2023-11-26;2024-01-30;SUCURSAL 27;VENDEDOR 67;V-8551;1352;73-4297;65
2023-11-27;2023-12-26;SUCURSAL 23;VENDEDOR 948;R-3781;4840;70-6447;29
2023-11-28;2023-12-10;SUCURSAL 93;VENDEDOR 813;K-8310;3698;68-8261;12
2023-11-19;2024-01-31;SUCURSAL 67;VENDEDOR 284;M-8364;1143;77-3365;73
2023-11-24;2024-01-15;SUCURSAL 75;VENDEDOR 835;Y-7379;1570;82-9359;52
2023-11-20;2023-12-31;SUCURSAL 38;VENDEDOR 882;U-543;2733;87-6460;41
2023-11-14;2024-01-31;SUCURSAL 4;VENDEDOR 77;Y-3369;1560;67-4697;78
2023-11-17;2023-12-10;SUCURSAL 14;VENDEDOR 166;P-3577;233;67-7492;23
2023-11-08;2023-12-23;SUCURSAL 86;VENDEDOR 234;C-2151;9941;89-9639;45
2023-11-16;2024-01-12;SUCURSAL 49;VENDEDOR 737;U-2402;9062;87-8104;57
2023-11-12;2023-12-25;SUCURSAL 95;VENDEDOR 328;W-7173;2089;82-2616;43
2023-11-17;2023-12-16;SUCURSAL 94;VENDEDOR 681;N-7775;8358;90-7194;29
2023-11-11;2023-12-31;SUCURSAL 36;VENDEDOR 203;O-7620;7094;87-566;50
2023-11-22;2023-12-31;SUCURSAL 16;VENDEDOR 849;W-1703;6072;79-4060;39
2023-11-05;2023-12-26;SUCURSAL 65;VENDEDOR 50;F-3820;4629;87-1016;51
2023-11-12;2023-12-04;SUCURSAL 21;VENDEDOR 19;D-8170;2150;74-3654;22
2023-11-14;2023-12-03;SUCURSAL 40;VENDEDOR 377;J-7510;7809;80-8796;19
2023-11-03;2024-01-05;SUCURSAL 56;VENDEDOR 639;N-9371;1529;73-6959;63
2023-11-07;2024-01-08;SUCURSAL 41;VENDEDOR 964;P-7522;5163;68-143;62
2023-11-27;2024-01-14;SUCURSAL 87;VENDEDOR 224;W-4450;7484;77-3787;48
2023-11-11;2024-01-04;SUCURSAL 41;VENDEDOR 400;N-8488;5182;89-8248;54
2023-11-23;2024-01-02;SUCURSAL 4;VENDEDOR 75;L-7587;4712;71-3730;40
2023-11-23;2023-12-06;SUCURSAL 27;VENDEDOR 985;L-6230;2633;85-9908;13
2023-11-14;2024-01-10;SUCURSAL 13;VENDEDOR 640;D-3595;7881;85-370;57
2023-11-27;2023-12-29;SUCURSAL 82;VENDEDOR 2;F-6100;5109;87-1387;32
2023-11-15;2024-01-24;SUCURSAL 82;VENDEDOR 925;R-667;7102;74-9422;70
2023-11-17;2023-12-30;SUCURSAL 53;VENDEDOR 927;E-5341;8453;67-2820;43
2023-11-30;2023-12-29;SUCURSAL 18;VENDEDOR 140;U-5232;6392;78-8796;29
2023-11-29;2023-12-27;SUCURSAL 50;VENDEDOR 928;E-9865;9147;89-7465;28
2023-11-03;2024-01-18;SUCURSAL 99;VENDEDOR 206;X-6711;1104;86-6977;76
2023-11-28;2024-01-31;SUCURSAL 40;VENDEDOR 627;M-2662;9725;71-6924;64
2023-11-16;2023-12-10;SUCURSAL 2;VENDEDOR 178;W-4526;254;66-1255;24
2023-11-16;2023-12-12;SUCURSAL 71;VENDEDOR 701;X-2533;7081;74-6756;26
2023-11-23;2024-01-23;SUCURSAL 98;VENDEDOR 790;F-2318;9567;79-9154;61
2023-11-24;2024-01-05;SUCURSAL 33;VENDEDOR 571;F-598;1145;80-9253;42
2023-11-20;2024-01-02;SUCURSAL 60;VENDEDOR 165;O-6522;8015;84-3998;43
2023-11-02;2023-12-11;SUCURSAL 38;VENDEDOR 286;B-6774;9920;75-3894;39
2023-11-08;2024-01-30;SUCURSAL 89;VENDEDOR 770;N-578;9616;67-3914;83
2023-11-24;2023-12-24;SUCURSAL 86;VENDEDOR 59;W-5464;4890;90-6375;30
2023-11-10;2023-12-28;SUCURSAL 98;VENDEDOR 676;H-3453;6802;81-8679;48
2023-11-22;2024-01-02;SUCURSAL 26;VENDEDOR 62;Y-9943;5328;73-7696;41
2023-11-22;2023-12-23;SUCURSAL 66;VENDEDOR 881;C-6108;6911;81-3262;31
2023-11-23;2024-01-30;SUCURSAL 77;VENDEDOR 271;N-1346;4133;76-1123;68
2023-11-06;2023-12-30;SUCURSAL 28;VENDEDOR 784;E-7061;2172;68-3060;54
2023-11-30;2024-01-28;SUCURSAL 75;VENDEDOR 129;N-2758;2231;77-3168;59
2023-11-06;2024-01-19;SUCURSAL 83;VENDEDOR 627;M-3800;8525;79-8346;74
2023-11-07;2024-01-03;SUCURSAL 13;VENDEDOR 301;T-7507;5294;71-2554;57
2023-11-14;2023-12-03;SUCURSAL 27;VENDEDOR 392;U-2615;2929;75-7710;19
2023-11-13;2023-12-01;SUCURSAL 11;VENDEDOR 734;F-4777;974;65-1406;18
2023-11-09;2023-12-13;SUCURSAL 59;VENDEDOR 464;Q-3741;7174;80-4414;34
2023-11-21;2023-12-01;SUCURSAL 5;VENDEDOR 137;E-7331;131;69-8494;10
2023-11-16;2023-12-02;SUCURSAL 55;VENDEDOR 899;P-441;2075;90-6546;16
2023-11-10;2023-12-12;SUCURSAL 16;VENDEDOR 855;Z-1388;6042;87-8492;32
2023-11-11;2023-12-03;SUCURSAL 51;VENDEDOR 733;S-9171;3317;72-6894;22
2023-11-12;2024-01-16;SUCURSAL 27;VENDEDOR 367;I-4296;5209;74-2898;65
2023-11-12;2024-01-30;SUCURSAL 93;VENDEDOR 502;R-804;6769;66-7863;79
2023-11-27;2023-12-25;SUCURSAL 98;VENDEDOR 757;T-6060;541;86-5660;28
2023-11-01;2024-01-11;SUCURSAL 63;VENDEDOR 666;X-9868;7429;87-7465;71
2023-11-08;2023-12-01;SUCURSAL 56;VENDEDOR 331;M-4627;1802;74-567;23
2023-11-07;2024-01-07;SUCURSAL 64;VENDEDOR 478;Y-691;907;69-4093;61
2023-11-03;2024-01-05;SUCURSAL 90;VENDEDOR 790;P-9544;9561;82-8070;63
2023-11-03;2024-01-28;SUCURSAL 31;VENDEDOR 886;R-6012;9251;76-3872;86
2023-11-22;2023-12-05;SUCURSAL 33;VENDEDOR 529;Z-4593;4285;87-4465;13
2023-11-30;2024-01-12;SUCURSAL 41;VENDEDOR 353;O-1442;446;85-8716;43
2023-11-30;2023-12-15;SUCURSAL 75;VENDEDOR 448;X-1953;7072;72-7829;15
2023-11-07;2024-01-14;SUCURSAL 22;VENDEDOR 122;V-3440;9309;84-4140;68
2023-11-25;2024-01-26;SUCURSAL 76;VENDEDOR 362;S-7837;2596;65-2218;62
2023-11-01;2023-12-07;SUCURSAL 20;VENDEDOR 468;C-5803;1847;84-1783;36
2023-11-16;2024-01-29;SUCURSAL 15;VENDEDOR 731;G-6437;907;78-1366;74
2023-11-06;2024-01-18;SUCURSAL 38;VENDEDOR 105;P-2675;8663;81-4143;73
2023-11-29;2023-12-16;SUCURSAL 41;VENDEDOR 752;B-6731;6069;87-6360;17
2023-11-30;2023-12-29;SUCURSAL 31;VENDEDOR 563;B-6023;2046;82-6153;29
2023-11-07;2023-12-09;SUCURSAL 99;VENDEDOR 163;B-5174;6318;72-3418;32
2023-11-21;2024-01-08;SUCURSAL 3;VENDEDOR 51;A-4055;7005;73-8994;48
2023-11-04;2023-12-30;SUCURSAL 11;VENDEDOR 550;D-3007;4965;73-8729;56
2023-11-15;2024-01-17;SUCURSAL 95;VENDEDOR 715;W-9160;2306;75-3451;63
2023-11-22;2024-01-13;SUCURSAL 79;VENDEDOR 364;L-578;4936;89-5399;52
2023-11-23;2024-01-18;SUCURSAL 52;VENDEDOR 241;V-1770;2051;81-8752;56
2023-11-24;2024-01-23;SUCURSAL 26;VENDEDOR 195;D-5199;811;68-4701;60
2023-11-02;2023-12-12;SUCURSAL 28;VENDEDOR 343;I-80;8363;80-3794;40
2023-11-26;2024-01-10;SUCURSAL 88;VENDEDOR 213;H-3857;6891;89-7346;45
2023-11-22;2023-12-07;SUCURSAL 25;VENDEDOR 885;L-9166;419;89-2745;15
2023-11-28;2024-01-07;SUCURSAL 45;VENDEDOR 803;J-585;1358;78-8826;40
2023-11-24;2023-12-13;SUCURSAL 8;VENDEDOR 675;M-4324;9988;66-1221;19
2023-11-23;2024-01-18;SUCURSAL 91;VENDEDOR 165;H-8070;7670;74-728;56
2023-11-23;2024-01-28;SUCURSAL 97;VENDEDOR 647;T-1524;5735;65-956;66
2023-11-07;2024-01-16;SUCURSAL 19;VENDEDOR 637;L-3548;5130;80-2859;70
2023-11-09;2024-01-19;SUCURSAL 61;VENDEDOR 295;E-4799;7682;87-4562;71
2023-11-26;2024-01-16;SUCURSAL 61;VENDEDOR 665;W-9686;6930;81-3602;51
2023-11-08;2023-12-17;SUCURSAL 79;VENDEDOR 444;N-4508;6571;87-9580;39
2023-11-19;2024-01-13;SUCURSAL 18;VENDEDOR 623;R-614;400;82-7401;55
2023-11-02;2024-01-22;SUCURSAL 8;VENDEDOR 810;Q-492;7753;85-7693;81
2023-11-20;2024-01-16;SUCURSAL 68;VENDEDOR 938;Z-8188;5828;70-2663;57
2023-11-11;2023-12-25;SUCURSAL 19;VENDEDOR 46;D-7952;1006;80-2564;44
2023-11-12;2023-12-21;SUCURSAL 71;VENDEDOR 11;W-2562;9251;69-4664;39
2023-11-14;2024-01-17;SUCURSAL 74;VENDEDOR 384;L-5870;1242;66-5040;64
2023-11-22;2024-01-12;SUCURSAL 84;VENDEDOR 435;X-82;7150;66-5827;51
2023-11-28;2023-12-28;SUCURSAL 1;VENDEDOR 125;W-4687;8880;77-3268;30
2023-11-07;2023-12-20;SUCURSAL 47;VENDEDOR 537;H-2973;3992;84-6883;43
2023-11-26;2023-12-13;SUCURSAL 80;VENDEDOR 833;A-1293;5396;89-1233;17
2023-11-16;2024-01-28;SUCURSAL 24;VENDEDOR 326;Q-9971;5123;73-824;73
2023-11-18;2023-12-21;SUCURSAL 96;VENDEDOR 98;A-5776;3184;86-9210;33
2023-11-19;2024-01-13;SUCURSAL 49;VENDEDOR 22;D-3527;8531;66-40;55
2023-11-26;2024-01-12;SUCURSAL 34;VENDEDOR 270;B-9786;2514;74-1864;47
2023-11-04;2024-01-19;SUCURSAL 26;VENDEDOR 902;W-7980;2536;84-3856;76
2023-11-22;2023-12-14;SUCURSAL 1;VENDEDOR 319;S-1315;6108;85-8667;22
2023-11-17;2024-01-02;SUCURSAL 32;VENDEDOR 910;R-7001;9263;84-7319;46
2023-11-17;2023-12-17;SUCURSAL 83;VENDEDOR 398;V-5231;293;65-6640;30
2023-11-12;2024-01-07;SUCURSAL 5;VENDEDOR 569;O-8591;9167;81-2841;56
2023-11-23;2024-01-16;SUCURSAL 79;VENDEDOR 609;H-6991;1929;84-7169;54
2023-11-09;2023-12-03;SUCURSAL 84;VENDEDOR 625;P-229;5338;66-4211;24
2023-11-03;2023-12-23;SUCURSAL 69;VENDEDOR 280;I-9429;6783;65-2870;50
2023-11-28;2023-12-31;SUCURSAL 3;VENDEDOR 391;O-3717;7867;90-7532;33
2023-11-06;2024-01-08;SUCURSAL 16;VENDEDOR 48;C-8408;9139;65-3470;63
2023-11-16;2023-12-11;SUCURSAL 42;VENDEDOR 17;N-1512;4367;77-9055;25
2023-11-20;2024-01-21;SUCURSAL 88;VENDEDOR 248;S-4740;2464;75-908;62
2023-11-20;2023-12-08;SUCURSAL 63;VENDEDOR 819;C-7066;9430;69-2282;18
2023-11-05;2023-12-09;SUCURSAL 59;VENDEDOR 809;S-6145;7164;67-7204;34
2023-11-24;2023-12-06;SUCURSAL 18;VENDEDOR 651;U-5301;5778;72-7343;12
2023-11-15;2024-01-18;SUCURSAL 24;VENDEDOR 610;C-9205;1044;79-9430;64
2023-11-16;2024-01-06;SUCURSAL 3;VENDEDOR 399;U-5240;1074;73-5457;51
2023-11-14;2023-12-14;SUCURSAL 1;VENDEDOR 426;P-155;6805;70-2582;30
2023-11-12;2023-12-12;SUCURSAL 7;VENDEDOR 773;H-591;4583;66-7602;30
2023-11-22;2024-01-19;SUCURSAL 40;VENDEDOR 171;R-3586;2139;87-1382;58
2023-11-27;2024-01-17;SUCURSAL 31;VENDEDOR 500;H-7261;7945;73-7650;51
2023-11-02;2024-01-25;SUCURSAL 96;VENDEDOR 499;Z-224;4608;76-612;84
2023-11-11;2023-12-12;SUCURSAL 78;VENDEDOR 528;A-6164;3042;79-9443;31
2023-11-19;2023-12-20;SUCURSAL 63;VENDEDOR 313;S-6010;9826;80-7479;31
2023-11-02;2023-12-31;SUCURSAL 65;VENDEDOR 286;G-7351;5653;78-7773;59
2023-11-23;2023-12-16;SUCURSAL 100;VENDEDOR 60;L-895;6700;89-2466;23
2023-11-30;2024-01-21;SUCURSAL 56;VENDEDOR 687;A-9482;1368;83-8831;52
2023-11-10;2023-12-05;SUCURSAL 83;VENDEDOR 191;X-716;1180;65-1315;25
2023-11-01;2024-01-19;SUCURSAL 37;VENDEDOR 254;X-1678;2819;73-3617;79
2023-11-06;2024-01-17;SUCURSAL 86;VENDEDOR 634;J-2479;1504;80-5384;72
2023-11-05;2024-01-22;SUCURSAL 48;VENDEDOR 817;X-9591;4059;80-1380;78
2023-11-23;2023-12-21;SUCURSAL 63;VENDEDOR 930;L-4255;2225;84-4670;28
2023-11-08;2023-12-02;SUCURSAL 76;VENDEDOR 554;K-1631;3489;82-2303;24
2023-11-27;2023-12-14;SUCURSAL 8;VENDEDOR 952;I-7708;6447;71-9999;17
2023-11-14;2023-12-12;SUCURSAL 99;VENDEDOR 449;M-515;8816;83-7458;28
2023-11-24;2024-01-15;SUCURSAL 22;VENDEDOR 985;J-8499;7788;71-5277;52
2023-11-19;2023-12-03;SUCURSAL 94;VENDEDOR 30;W-2508;3292;77-8474;14
2023-11-19;2023-12-14;SUCURSAL 98;VENDEDOR 416;N-2014;1184;78-1979;25
2023-11-12;2024-01-27;SUCURSAL 23;VENDEDOR 652;O-2484;3767;69-8820;76
2023-11-11;2023-12-03;SUCURSAL 88;VENDEDOR 656;S-9684;9377;69-9078;22
2023-11-01;2023-12-13;SUCURSAL 69;VENDEDOR 32;W-1925;913;83-8005;42
2023-11-05;2024-01-17;SUCURSAL 39;VENDEDOR 648;K-5055;4420;83-3480;73
2023-11-28;2024-01-16;SUCURSAL 73;VENDEDOR 497;U-6415;8013;71-2562;49
2023-11-21;2023-12-26;SUCURSAL 16;VENDEDOR 805;B-7710;8196;89-2603;35
2023-11-10;2024-01-11;SUCURSAL 42;VENDEDOR 593;Y-7984;9169;83-5679;62
2023-11-20;2024-01-12;SUCURSAL 79;VENDEDOR 192;P-2199;6050;67-5189;53
2023-11-17;2023-12-09;SUCURSAL 74;VENDEDOR 164;M-6329;5903;85-1606;22
2023-11-21;2024-01-05;SUCURSAL 83;VENDEDOR 604;B-2965;818;82-1842;45
2023-11-04;2024-01-27;SUCURSAL 75;VENDEDOR 696;C-9684;4665;65-5187;84
2023-11-06;2024-01-11;SUCURSAL 38;VENDEDOR 20;Q-1977;2717;78-5393;66
2023-11-16;2023-12-26;SUCURSAL 38;VENDEDOR 563;Y-9321;5012;80-958;40
2023-11-26;2024-01-30;SUCURSAL 63;VENDEDOR 777;B-7109;7628;88-296;65
2023-11-02;2024-01-21;SUCURSAL 83;VENDEDOR 400;V-9615;202;76-1784;80
2023-11-19;2024-01-10;SUCURSAL 83;VENDEDOR 746;E-8538;5099;73-8765;52
2023-11-24;2024-01-13;SUCURSAL 1;VENDEDOR 77;D-2020;4785;69-8231;50
2023-11-29;2024-01-19;SUCURSAL 62;VENDEDOR 525;A-9605;5200;74-4509;51
2023-11-19;2023-12-06;SUCURSAL 62;VENDEDOR 585;J-4236;9854;87-2409;17
2023-11-27;2024-01-16;SUCURSAL 98;VENDEDOR 332;R-1671;6137;68-148;50
2023-11-12;2023-12-08;SUCURSAL 34;VENDEDOR 868;C-4166;5762;69-2208;26
2023-11-21;2023-12-22;SUCURSAL 16;VENDEDOR 209;Y-8286;4967;80-9690;31
2023-11-23;2024-01-06;SUCURSAL 1;VENDEDOR 127;N-7334;6975;71-5263;44
2023-11-25;2023-12-24;SUCURSAL 67;VENDEDOR 335;M-9279;1536;74-3332;29
2023-11-20;2023-12-18;SUCURSAL 49;VENDEDOR 66;K-925;9456;76-65;28
2023-11-17;2024-01-27;SUCURSAL 47;VENDEDOR 273;W-4863;1094;77-3169;71
2023-11-23;2023-12-08;SUCURSAL 52;VENDEDOR 227;C-5643;2575;66-1038;15
2023-11-02;2024-01-09;SUCURSAL 96;VENDEDOR 495;C-2633;7572;85-5133;68
2023-11-21;2023-12-31;SUCURSAL 93;VENDEDOR 78;G-9913;1227;75-457;40
2023-11-04;2024-01-25;SUCURSAL 66;VENDEDOR 337;T-3598;798;68-5302;82
2023-11-03;2023-12-07;SUCURSAL 21;VENDEDOR 9;V-2509;1106;90-1821;34
2023-11-08;2023-12-24;SUCURSAL 62;VENDEDOR 966;D-8286;7787;71-5101;46
